소상공인_상호명,업종,광고회사_이름,광고_키워드,유사도점수
CU,종합소매점,매드커뮤니케이션즈,식제품,20.8
CU,종합소매점,매드커뮤니케이션즈,식제품,20.8
CU,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
CU,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
CU,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
CU,종합소매점,매드커뮤니케이션즈,식제품,20.8
CU,종합소매점,매드커뮤니케이션즈,식제품,20.8
CU,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
도쿄타이야끼,식품가공/제조,캐러트코리아,sns,12.1
도쿄타이야끼,식품가공/제조,코래드,sns,12.1
도쿄타이야끼,식품가공/제조,TBWA KOREA,sns,12.1
도쿄타이야끼,식품가공/제조,인터콤어소시에이션,sns,12.1
도쿄타이야끼,식품가공/제조,붐커뮤니케이션,sns,12.1
도쿄타이야끼,식품가공/제조,덴츠크리에이티브코리아,sns,12.1
도쿄타이야끼,식품가공/제조,그레이월드와이드코리아,sns,12.1
도쿄타이야끼,식품가공/제조,스푼식회사,sns,12.1
도쿄타이야끼,식품가공/제조,메이트인디펜던스,sns,12.1
도쿄타이야끼,식품가공/제조,케이이씨씨,sns,12.1
신세계푸드,음/식료품소매,붐커뮤니케이션,sns,15.1
신세계푸드,음/식료품소매,케이이씨씨,sns,15.1
신세계푸드,음/식료품소매,덴츠크리에이티브코리아,sns,15.1
신세계푸드,음/식료품소매,메이트인디펜던스,sns,15.1
신세계푸드,음/식료품소매,인터콤어소시에이션,sns,15.1
신세계푸드,음/식료품소매,TBWA KOREA,sns,15.1
신세계푸드,음/식료품소매,스푼식회사,sns,15.1
신세계푸드,음/식료품소매,캐러트코리아,sns,15.1
신세계푸드,음/식료품소매,그레이월드와이드코리아,sns,15.1
신세계푸드,음/식료품소매,코래드,sns,15.1
V=B프로그램,건강/미용식품,에이블리커뮤니케이션즈,화장품,21.1
V=B프로그램,건강/미용식품,에이치앤코,화장품,21.1
V=B프로그램,건강/미용식품,코드컴,화장품,21.1
V=B프로그램,건강/미용식품,인투크리에이티브그룹,화장품,21.1
V=B프로그램,건강/미용식품,엔투라지글로벌,화장품,21.1
V=B프로그램,건강/미용식품,케이모스트컴퍼니,화장품,21.1
V=B프로그램,건강/미용식품,맥브레인즈,화장품,21.1
V=B프로그램,건강/미용식품,글로벌엔터피아,화장품,21.1
V=B프로그램,건강/미용식품,피디언,화장품,21.1
V=B프로그램,건강/미용식품,어썸메이크,화장품,21.1
유에스세탁소,세탁/가사서비스,덴츠엑스,자동차,20.9
유에스세탁소,세탁/가사서비스,에이엠에스미디어,"미디어,콘텐츠 제작",6.3
유에스세탁소,세탁/가사서비스,이노션,자동차,20.9
유에스세탁소,세탁/가사서비스,브레이커스커뮤니케이션스,"미디어,콘텐츠 제작",6.3
유에스세탁소,세탁/가사서비스,소망커뮤니케이션,"미디어,콘텐츠 제작",6.3
유에스세탁소,세탁/가사서비스,식회사 아이알컴즈,자동차,20.9
유에스세탁소,세탁/가사서비스,디젤커뮤니케이션,"미디어,콘텐츠 제작",6.3
유에스세탁소,세탁/가사서비스,덴츠엑스,자동차,20.9
유에스세탁소,세탁/가사서비스,이노션,자동차,20.9
유에스세탁소,세탁/가사서비스,식회사 아이알컴즈,자동차,20.9
김민지,이/미용/건강,크리에이티브리퍼블릭,마케팅 브랜딩 조사,1.6
김민지,이/미용/건강,미디어브랜즈코리아식회사,마케팅 브랜딩 조사,1.6
김민지,이/미용/건강,한컴,마케팅 브랜딩 조사,1.6
김민지,이/미용/건강,한피알,마케팅 브랜딩 조사,1.6
김민지,이/미용/건강,오길비코리아한회사,마케팅 브랜딩 조사,1.6
김민지,이/미용/건강,오브라운,마케팅 브랜딩 조사,1.6
김민지,이/미용/건강,피터팬랩,마케팅 브랜딩 조사,1.6
김민지,이/미용/건강,오리콤,마케팅 브랜딩 조사,1.6
김민지,이/미용/건강,포엠미디어,마케팅 브랜딩 조사,1.6
김민지,이/미용/건강,이스트마케팅그룹,마케팅 브랜딩 조사,1.6
헤어코디,이/미용/건강,이스트마케팅그룹,마케팅 브랜딩 조사,1.6
헤어코디,이/미용/건강,오브라운,마케팅 브랜딩 조사,1.6
헤어코디,이/미용/건강,포엠미디어,마케팅 브랜딩 조사,1.6
헤어코디,이/미용/건강,한피알,마케팅 브랜딩 조사,1.6
헤어코디,이/미용/건강,피터팬랩,마케팅 브랜딩 조사,1.6
헤어코디,이/미용/건강,크리에이티브리퍼블릭,마케팅 브랜딩 조사,1.6
헤어코디,이/미용/건강,오리콤,마케팅 브랜딩 조사,1.6
헤어코디,이/미용/건강,오길비코리아한회사,마케팅 브랜딩 조사,1.6
헤어코디,이/미용/건강,미디어브랜즈코리아식회사,마케팅 브랜딩 조사,1.6
헤어코디,이/미용/건강,한컴,마케팅 브랜딩 조사,1.6
에스메디센터,,한피알,마케팅 브랜딩 조사,13.8
에스메디센터,,오리콤,마케팅 브랜딩 조사,13.8
에스메디센터,,오브라운,마케팅 브랜딩 조사,13.8
에스메디센터,,크리에이티브리퍼블릭,마케팅 브랜딩 조사,13.8
에스메디센터,,이스트마케팅그룹,마케팅 브랜딩 조사,13.8
에스메디센터,,미디어브랜즈코리아식회사,마케팅 브랜딩 조사,13.8
에스메디센터,,피터팬랩,마케팅 브랜딩 조사,13.8
에스메디센터,,한컴,마케팅 브랜딩 조사,13.8
에스메디센터,,포엠미디어,마케팅 브랜딩 조사,13.8
에스메디센터,,오길비코리아한회사,마케팅 브랜딩 조사,13.8
카페숨,커피점/카페,그레이월드와이드코리아,sns,10.0
카페숨,커피점/카페,스푼식회사,sns,10.0
카페숨,커피점/카페,케이이씨씨,sns,10.0
카페숨,커피점/카페,캐러트코리아,sns,10.0
카페숨,커피점/카페,덴츠크리에이티브코리아,sns,10.0
카페숨,커피점/카페,TBWA KOREA,sns,10.0
카페숨,커피점/카페,붐커뮤니케이션,sns,10.0
카페숨,커피점/카페,코래드,sns,10.0
카페숨,커피점/카페,인터콤어소시에이션,sns,10.0
카페숨,커피점/카페,메이트인디펜던스,sns,10.0
피부수선,이/미용/건강,크리에이티브리퍼블릭,마케팅 브랜딩 조사,1.6
피부수선,이/미용/건강,오브라운,마케팅 브랜딩 조사,1.6
피부수선,이/미용/건강,한피알,마케팅 브랜딩 조사,1.6
피부수선,이/미용/건강,포엠미디어,마케팅 브랜딩 조사,1.6
피부수선,이/미용/건강,미디어브랜즈코리아식회사,마케팅 브랜딩 조사,1.6
피부수선,이/미용/건강,오리콤,마케팅 브랜딩 조사,1.6
피부수선,이/미용/건강,오길비코리아한회사,마케팅 브랜딩 조사,1.6
피부수선,이/미용/건강,한컴,마케팅 브랜딩 조사,1.6
피부수선,이/미용/건강,이스트마케팅그룹,마케팅 브랜딩 조사,1.6
피부수선,이/미용/건강,피터팬랩,마케팅 브랜딩 조사,1.6
파스쿠찌,커피점/카페,TBWA KOREA,sns,10.0
파스쿠찌,커피점/카페,스푼식회사,sns,10.0
파스쿠찌,커피점/카페,붐커뮤니케이션,sns,10.0
파스쿠찌,커피점/카페,케이이씨씨,sns,10.0
파스쿠찌,커피점/카페,인터콤어소시에이션,sns,10.0
파스쿠찌,커피점/카페,그레이월드와이드코리아,sns,10.0
파스쿠찌,커피점/카페,코래드,sns,10.0
파스쿠찌,커피점/카페,캐러트코리아,sns,10.0
파스쿠찌,커피점/카페,메이트인디펜던스,sns,10.0
파스쿠찌,커피점/카페,덴츠크리에이티브코리아,sns,10.0
GS25,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
찰리네맥주집,유흥주점,케이이씨씨,sns,13.0
찰리네맥주집,유흥주점,TBWA KOREA,sns,13.0
찰리네맥주집,유흥주점,코래드,sns,13.0
찰리네맥주집,유흥주점,그레이월드와이드코리아,sns,13.0
찰리네맥주집,유흥주점,캐러트코리아,sns,13.0
찰리네맥주집,유흥주점,스푼식회사,sns,13.0
찰리네맥주집,유흥주점,메이트인디펜던스,sns,13.0
찰리네맥주집,유흥주점,인터콤어소시에이션,sns,13.0
찰리네맥주집,유흥주점,붐커뮤니케이션,sns,13.0
찰리네맥주집,유흥주점,덴츠크리에이티브코리아,sns,13.0
이마트에브리데이남부터미널점,종합소매점,매드커뮤니케이션즈,식제품,20.8
이마트에브리데이남부터미널점,종합소매점,매드커뮤니케이션즈,식제품,20.8
이마트에브리데이남부터미널점,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
이마트에브리데이남부터미널점,종합소매점,미디어브랜즈코리아식회사,마케팅 브랜딩 조사,3.0
이마트에브리데이남부터미널점,종합소매점,포엠미디어,마케팅 브랜딩 조사,3.0
이마트에브리데이남부터미널점,종합소매점,한컴,마케팅 브랜딩 조사,3.0
이마트에브리데이남부터미널점,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
이마트에브리데이남부터미널점,종합소매점,오리콤,마케팅 브랜딩 조사,3.0
이마트에브리데이남부터미널점,종합소매점,오길비코리아한회사,마케팅 브랜딩 조사,3.0
이마트에브리데이남부터미널점,종합소매점,크리에이티브리퍼블릭,마케팅 브랜딩 조사,3.0
더서이,이/미용/건강,한컴,마케팅 브랜딩 조사,1.6
더서이,이/미용/건강,포엠미디어,마케팅 브랜딩 조사,1.6
더서이,이/미용/건강,크리에이티브리퍼블릭,마케팅 브랜딩 조사,1.6
더서이,이/미용/건강,미디어브랜즈코리아식회사,마케팅 브랜딩 조사,1.6
더서이,이/미용/건강,오브라운,마케팅 브랜딩 조사,1.6
더서이,이/미용/건강,오길비코리아한회사,마케팅 브랜딩 조사,1.6
더서이,이/미용/건강,오리콤,마케팅 브랜딩 조사,1.6
더서이,이/미용/건강,한피알,마케팅 브랜딩 조사,1.6
더서이,이/미용/건강,피터팬랩,마케팅 브랜딩 조사,1.6
더서이,이/미용/건강,이스트마케팅그룹,마케팅 브랜딩 조사,1.6
초록마을,음/식료품소매,캐러트코리아,sns,15.1
초록마을,음/식료품소매,인터콤어소시에이션,sns,15.1
초록마을,음/식료품소매,코래드,sns,15.1
초록마을,음/식료품소매,덴츠크리에이티브코리아,sns,15.1
초록마을,음/식료품소매,TBWA KOREA,sns,15.1
초록마을,음/식료품소매,메이트인디펜던스,sns,15.1
초록마을,음/식료품소매,그레이월드와이드코리아,sns,15.1
초록마을,음/식료품소매,붐커뮤니케이션,sns,15.1
초록마을,음/식료품소매,스푼식회사,sns,15.1
초록마을,음/식료품소매,케이이씨씨,sns,15.1
위니비니,식품가공/제조,붐커뮤니케이션,sns,12.1
위니비니,식품가공/제조,캐러트코리아,sns,12.1
위니비니,식품가공/제조,메이트인디펜던스,sns,12.1
위니비니,식품가공/제조,TBWA KOREA,sns,12.1
위니비니,식품가공/제조,코래드,sns,12.1
위니비니,식품가공/제조,케이이씨씨,sns,12.1
위니비니,식품가공/제조,그레이월드와이드코리아,sns,12.1
위니비니,식품가공/제조,스푼식회사,sns,12.1
위니비니,식품가공/제조,덴츠크리에이티브코리아,sns,12.1
위니비니,식품가공/제조,인터콤어소시에이션,sns,12.1
동인하이라이프,운송/배달/택배,애드엑스포코리아,교통/운송,30.6
동인하이라이프,운송/배달/택배,지에스넷비전,교통/운송,30.6
동인하이라이프,운송/배달/택배,아이소바코리아,교통/운송,30.6
동인하이라이프,운송/배달/택배,스토리필름,교통/운송,30.6
동인하이라이프,운송/배달/택배,지수,교통/운송,30.6
동인하이라이프,운송/배달/택배,포비컴,교통/운송,30.6
동인하이라이프,운송/배달/택배,올윈커뮤니케이션즈,교통/운송,30.6
동인하이라이프,운송/배달/택배,비아이지아이식회사,교통/운송,30.6
동인하이라이프,운송/배달/택배,오브제길드,교통/운송,30.6
동인하이라이프,운송/배달/택배,제이원,교통/운송,30.6
명동김치,음/식료품소매,캐러트코리아,sns,15.1
명동김치,음/식료품소매,붐커뮤니케이션,sns,15.1
명동김치,음/식료품소매,코래드,sns,15.1
명동김치,음/식료품소매,인터콤어소시에이션,sns,15.1
명동김치,음/식료품소매,TBWA KOREA,sns,15.1
명동김치,음/식료품소매,덴츠크리에이티브코리아,sns,15.1
명동김치,음/식료품소매,케이이씨씨,sns,15.1
명동김치,음/식료품소매,스푼식회사,sns,15.1
명동김치,음/식료품소매,메이트인디펜던스,sns,15.1
명동김치,음/식료품소매,그레이월드와이드코리아,sns,15.1
한아신약개발,화장품/비누/세정제도매,어썸메이크,화장품,48.2
한아신약개발,화장품/비누/세정제도매,맥브레인즈,화장품,48.2
한아신약개발,화장품/비누/세정제도매,코드컴,화장품,48.2
한아신약개발,화장품/비누/세정제도매,피디언,화장품,48.2
한아신약개발,화장품/비누/세정제도매,인투크리에이티브그룹,화장품,48.2
한아신약개발,화장품/비누/세정제도매,엔투라지글로벌,화장품,48.2
한아신약개발,화장품/비누/세정제도매,에이치앤코,화장품,48.2
한아신약개발,화장품/비누/세정제도매,글로벌엔터피아,화장품,48.2
한아신약개발,화장품/비누/세정제도매,케이모스트컴퍼니,화장품,48.2
한아신약개발,화장품/비누/세정제도매,에이블리커뮤니케이션즈,화장품,48.2
커피노키오,커피점/카페,붐커뮤니케이션,sns,10.0
커피노키오,커피점/카페,그레이월드와이드코리아,sns,10.0
커피노키오,커피점/카페,덴츠크리에이티브코리아,sns,10.0
커피노키오,커피점/카페,TBWA KOREA,sns,10.0
커피노키오,커피점/카페,캐러트코리아,sns,10.0
커피노키오,커피점/카페,메이트인디펜던스,sns,10.0
커피노키오,커피점/카페,스푼식회사,sns,10.0
커피노키오,커피점/카페,케이이씨씨,sns,10.0
커피노키오,커피점/카페,코래드,sns,10.0
커피노키오,커피점/카페,인터콤어소시에이션,sns,10.0
태광바이오,,오리콤,마케팅 브랜딩 조사,13.8
태광바이오,,한컴,마케팅 브랜딩 조사,13.8
태광바이오,,이스트마케팅그룹,마케팅 브랜딩 조사,13.8
태광바이오,,오브라운,마케팅 브랜딩 조사,13.8
태광바이오,,피터팬랩,마케팅 브랜딩 조사,13.8
태광바이오,,포엠미디어,마케팅 브랜딩 조사,13.8
태광바이오,,오길비코리아한회사,마케팅 브랜딩 조사,13.8
태광바이오,,크리에이티브리퍼블릭,마케팅 브랜딩 조사,13.8
태광바이오,,한피알,마케팅 브랜딩 조사,13.8
태광바이오,,미디어브랜즈코리아식회사,마케팅 브랜딩 조사,13.8
부산아지매국밥,한식,붐커뮤니케이션,sns,15.8
부산아지매국밥,한식,캐러트코리아,sns,15.8
